,Event 1,Event 2,Label
250,"['He', 'fire', 'a', 'new', 'gun']","['The', 'man', 'go', 'to', 'the', 'shooting', 'range']",2
251,"['She', 'fall', 'flat', 'on', 'her', 'belly']","['She', 'enter', 'a', 'diver', 's', 'pose']",2
252,"['Nina', 'decide', 'to', 'set', 'her', 'turtle', 'free']","['Her', 'brother', 'teach', 'her', 'about', 'turtles']",2
253,"['They', 'spot', 'a', 'mountain', 'lion']","['He', 'start', 'to', 'slowly', 'look', 'around']",2
254,"['He', 'leave', 'the', 'the', 'debris', 'there']","['The', 'gardener', 'cut', 'the', 'bush', 'down']",2
255,"['She', 'cancel', 'the', 'order']","['The', 'company', 'promise', 'delivery', 'in', 'two', 'days']",2
256,"['His', 'daughter', 'get', 'to', 'the', 'pens']","['He', 'leave', 'his', 'pens', 'on', 'the', 'table']",2
257,"['They', 'go', 'on', 'the', 'swings', 'had', 'fun']","['They', 'end', 'up', 'riding', 'to', 'the', 'park']",2
258,"['She', 'shift', 'in', 'her', 'seat']","['She', 'spill', 'soup', 'down', 'her', 'leg']",2
259,"['The', 'lid', 'launch', 'off']","['I', 'decide', 'to', 'twist', 'the', 'bottle']",2
260,"['He', 'visit', 'a', 'few', 'stores']","['They', 'go', 'shopping', 'today']",2
261,"['He', 'get', 'back', 'on', 'his', 'route']","['He', 'stop', 'at', 'a', 'gas', 'station']",2
262,"['The', 'medics', 'come', 'into', 'the', 'mall']","['She', 'land', 'on', 'several', 'people']",2
263,"['She', 'remember', 'something', 'important', 'from', 'her', 'childhood']","['A', 'memory', 'pop', 'into', 'her', 'head']",2
264,"['He', 'feel', 'sick', 'later']","['The', 'man', 'eat', 'uncooked', 'meat']",2
265,"['They', 'decide', 'to', 'call', 'in', 'a', 'professional']","['She', 'remove', 'the', 'tile', 'first']",2
266,"['The', 'hot', 'broth', 'make', 'him', 'feel', 'better']","['His', 'girlfriend', 'make', 'him', 'some', 'soup']",2
267,"['She', 'regret', 'her', 'forgetfulness']","['She', 'forget', 'her', 'sweater']",2
268,"['She', 'go', 'into', 'labor', 'in', 'the', 'sand']","['She', 'start', 'feeling', 'a', 'terrible', 'pain']",2
269,"['He', 'visit', 'her', 'in', 'the', 'hospital']","['He', 'was', 'ten', 'she', 'get', 'very', 'sick']",2
270,"['Miranda', 'hold', 'onto', 'the', 'ropes']","['The', 'wooden', 'seat', 'break', 'in', 'half']",2
271,"['He', 'come', 'upon', 'an', 'abandoned', 'cranberry', 'bog']","['He', 'walk', 'far', 'into', 'the', 'woods']",2
272,"['They', 'run', 'down', 'the', 'road', 'screaming', 'loudly']","['They', 'put', 'on', 'a', 'clown', 'mask']",2
273,"['He', 'offer', 'his', 'seat', 'to', 'the', 'woman']","['An', 'elderly', 'woman', 'get', 'on', 'the', 'bus']",2
274,"['He', 'catch', 'a', 'mouse', 'in', 'his', 'trap']","['He', 'check', 'the', 'trap']",2
275,"['We', 'work', 'together', '34', 'years', 'ago']","['The', 'old', 'work', 'group', 'go', 'out']",2
276,"['We', 'drive', 'an', 'hour']","['My', 'friends', 'and', 'I', 'wake', 'up', 'early']",2
277,"['The', 'crowd', 'rise', 'to', 'their', 'feet']","['They', 'work', 'hard', 'for', 'many', 'days']",2
278,"['He', 'slip', 'into', 'a', 'contented', 'carb', 'coma']","['He', 'eat', 'so', 'much']",2
279,"['He', 'leave', 'one', 'day', 'for', 'India']","['He', 'dream', 'of', 'Indian', 'food', 'and', 'elephants']",2
280,"['His', 'bait', 'start', 'to', 'rattle']","['They', 'go', 'fishing', 'near', 'the', 'lakeside']",2
281,"['They', 'meet', 'a', 'wonderful', 'girl', 'very', 'quickly']","['He', 'decide', 'to', 'start', 'dating', 'online']",2
282,"['The', 'bookmark', 'fall', 'out']","['She', 'put', 'a', 'bookmark', 'in']",2
283,"['The', 'vet', 'prescribe', 'the', 'medicines']","['He', 'bring', 'his', 'dog', 'to', 'the', 'vet']",2
284,"['I', 'sit', 'there', 'working']","['I', 'make', 'a', 'big', 'pot', 'of', 'coffee']",2
285,"['The', 'man', 'stop', 'feeding', 'the', 'birds']","['The', 'man', 'feed', 'the', 'birds']",2
286,"['She', 'get', 'some', 'very', 'rude', 'suggestions']","['The', 'landlord', 'instal', 'a', 'suggestions', 'box']",2
287,"['His', 'dad', 'teach', 'him', 'what', 'to', 'do']","['He', 'go', 'fishing', 'one', 'sunny', 'day']",2
288,"['He', 'take', 'the', 'phone', 'away', 'from', 'Gina']","['The', 'teacher', 'hear', 'the', 'phone', 'ring']",2
289,"['She', 'open', 'the', 'email']","['She', 'check', 'her', 'email']",2
290,"['This', 'barber', 'give', 'an', 'odd', 'look']","['I', 'ask', 'for', 'a', 'high', 'fade']",2
291,"['He', 'hide', 'behind', 'a', 'tree']","['They', 'notice', 'the', 'bear']",2
292,"['He', 'purchase', 'the', 'fountain', 'over', 'the', 'phone']","['He', 'look', 'through', 'a', 'catalog']",2
293,"['I', 'never', 'receive', 'the', 'bill']","['I', 'default', 'on', 'my', 'mortgage']",2
294,"['Cole', 'quickly', 'move', 'up', 'in', 'ranks']","['He', 'attend', 'the', 'class', 'every', 'week']",2
295,"['She', 'develop', 'a', 'disease']","['The', 'fox', 'bite', 'her', 'however']",2
296,"['He', 'bring', 'his', 'son', 'home']","['The', 'boy', 'bust', 'his', 'lip', 'open']",2
297,"['We', 'start', 'to', 'the', 'store']","['I', 'walk', 'over', 'to', 'a', 'friends']",2
298,"['He', 'celebrate', 'with', 'his', 'friends', 'packed', 'up']","['He', 'win', 'a', 'huge', 'competition']",2
299,"['I', 'take', 'care', 'of', 'them']","['I', 'visit', 'a', 'local', 'nursery']",2
300,"['The', 'wind', 'blow', 'around', 'her']","['She', 'come', 'out', 'of', 'the', 'basement']",2
301,"['I', 'step', 'on', 'an', 'earring']","['I', 'step', 'on', 'something']",2
302,"['They', 'start', 'throwing', 'balloons', 'as', 'soon']","['They', 'hear', 'someone', 'coming']",2
303,"['He', 'make', 'a', 'strange', 'face']","['Joy', 'make', 'cookies', 'for', 'her', 'boyfriend']",2
304,"['She', 'fix', 'the', 'hole']","['She', 'buy', 'some', 'putty']",2
305,"['I', 'recommend', 'some', 'restaurants', 'in', 'Lowell']","['She', 'use', 'to', 'live', 'in', 'Cambridge']",2
306,"['He', 'take', 'the', 'ring', 'back']","['She', 'answer', 'the', 'calls', 'ruining', 'the', 'proposal']",2
307,"['The', 'fan', 'make', 'a', 'weird', 'noise']","['The', 'man', 'turn', 'on', 'the', 'fan']",2
308,"['They', 'look', 'up', 'reviews', 'online']","['He', 'decline', 'the', 'salesman', 's', 'offers']",2
309,"['He', 'break', 'his', 'foot', 'in', 'the', 'process']","['He', 'miss', 'the', 'ball']",2
310,"['My', 'boyfriend', 'call', 'me', 'his', 'princess']","['He', 'fall', 'in', 'love', 'with', 'me']",2
311,"['He', 'reach', 'for', 'his', 'hammed']","['He', 'look', 'all', 'around', 'the', 'table']",2
312,"['The', 'two', 'never', 'speak']","['She', 'decide', 'to', 'break', 'up', 'with', 'him']",2
313,"['She', 'call', 'the', 'police', 'about', 'the', 'breakin']","['She', 'come', 'home', 'one', 'day']",2
314,"['The', 'maid', 'come', 'over']","['She', 'hire', 'a', 'maid']",2
315,"['He', 'notice', 'his', 'neighbor', 'sneaking', 'over']","['He', 'wake', 'up', 'extra', 'early']",2
316,"['He', 'ask', 'her', 'out', 'on', 'a', 'date']","['She', 'see', 'him', 'everyday']",2
317,"['The', 'woman', 'leave', 'Manny', 's', 'door']","['He', 'keep', 'the', 'door', 'closed']",2
318,"['They', 'watch', 'instruction', 'videos', 'trained', 'diligently']","['They', 'try', 'out', 'for', 'the', 'wrestling', 'team']",2
319,"['He', 'find', 'his', 'hotel']","['He', 'look', 'to', 'the', 'skyline']",2
320,"['The', 'flavor', 'go', 'away']","['The', 'man', 'chew', 'some', 'gum']",2
321,"['They', 'gaze', 'out', 'with', 'wonder']","['They', 'reach', 'the', 'summit']",2
322,"['They', 'spot', 'some', 'ruins']","['They', 'hire', 'a', 'plane']",2
323,"['He', 'visit', 'his', 'grandmother']","['He', 'pack', 'up', 'his', 'bags']",2
324,"['He', 'bandage', 'his', 'wound']","['Carlton', 'accidently', 'cut', 'his', 'finger']",2
325,"['The', 'barber', 'tell', 'me', 'where', 'to', 'sit']","['I', 'come', 'into', 'the', 'stop']",2
326,"['He', 'bring', 'the', 'tadpole', 'inside']","['He', 'collect', 'a', 'tadpole']",2
327,"['They', 'decide', 'to', 'order', 'pizza', 'for', 'lunch']","['He', 'realize', 'the', 'microwave', 'was', 'broken']",2
328,"['He', 'make', 'his', 'own', 'pasta', 'and', 'sauce']","['He', 'specialize', 'in', 'Italian', 'dishes']",2
329,"['She', 'grab', 'a', 'few', 'snacks']","['She', 'stop', 'to', 'get', 'gas']",2
330,"['The', 'girls', 'complement', 'Allie']","['Some', 'nice', 'girls', 'come', 'up', 'to', 'her']",2
331,"['He', 'believe', 'the', 'information']","['He', 'confirm', 'the', 'information', 'with', 'another', 'source']",2
332,"['He', 'fall', 'off', 'his', 'board']","['Riley', 'try', 'to', 'land', 'the', 'new', 'trick']",2
333,"['His', 'friends', 'administer', 'medical', 'aid']","['He', 'sprain', 'his', 'arm', 'on', 'the', 'net']",2
334,"['I', 'forget', 'that', 'she', 'hates', 'scary', 'stories']","['I', 'tell', 'my', 'mom', 'a', 'scary', 'story']",2
335,"['She', 'go', 'to', 'a', 'studio']","['She', 'decide', 'to', 'write', 'her', 'own', 'rap']",2
336,"['The', 'front', 'desk', 'worker', 'check', 'me', 'in']","['I', 'walk', 'into', 'the', 'Radiation', 'Oncology', 'center']",2
337,"['She', 'step', 'in', 'a', 'mud', 'puddle']","['She', 'decide', 'to', 'go', 'for', 'a', 'run']",2
338,"['She', 'go', 'bike', 'riding']","['Kate', 'buy', 'a', 'new', 'bike']",2
339,"['They', 'serve', 'the', 'food']","['The', 'two', 'sit', 'down']",2
340,"['She', 'walk', 'home', 'with', 'me']","['We', 'ride', 'on', 'the', 'bus', 'one', 'day']",2
341,"['I', 'pour', 'myself', 'a', 'bowl']","['I', 'decide', 'to', 'have', 'some', 'cereal']",2
342,"['The', 'FBI', 'begin', 'investigating', 'him']","['He', 'd', 'steal', 'the', 'funds']",2
343,"['They', 'buy', 'a', 'beautiful', 'blue', 'bird']","['She', 'decide', 'to', 'get', 'a', 'bird']",2
344,"['He', 'come', 'up', 'with', 'an', 'idea']","['Night', 'approach', 'making', 'everything', 'cold']",2
345,"['He', 'run', 'really', 'well', 'that', 'day']","['The', 'race', 'start', 'he', 'was', 'off']",2
346,"['They', 'shave', 'her', 'head']","['She', 'go', 'back', 'to', 'the', 'hair', 'stylist']",2
347,"['She', 'get', 'there', 'though', 'he', 'did', 'not']","['They', 'go', 'on', 'a', 'date', 'with', 'Fred']",2
348,"['They', 'deny', 'him', 'his', 'right']","['He', 'ask', 'for', 'a', 'phone', 'call']",2
349,"['They', 'win', 'the', 'game']","['They', 'play', 'a', 'game', 'to', 'try']",2
350,"['The', 'tunnel', 'keep', 'the', 'man', 'dry']","['The', 'man', 'hide', 'in', 'a', 'tunnel']",2
351,"['They', 'look', 'surprised', 'at', 'Justin']","['Justin', 'ask', 'Abby', 'to', 'the', 'dance']",2
352,"['The', 'dog', 'get', 'loose', 'from', 'Gale']","['Gale', 's', 'dog', 'see', 'the', 'cat']",2
353,"['Someone', 'answer', 'his', 'call']","['They', 'call', 'the', 'u', 'haul', 'support', 'line']",2
354,"['They', 'start', 'to', 'gain', 'a', 'large', 'vocabulary']","['She', 'begin', 'reading', 'at', 'a', 'young', 'age']",2
355,"['He', 'find', 'a', 'lot', 'of', 'different', 'information']","['He', 'look', 'for', 'the', 'answer', 'online']",2
356,"['He', 'continue', 'past', 'the', 'bus', 'stop']","['He', 'walk', 'towards', 'the', 'bus', 'stop']",2
357,"['I', 'lose', 'thirty', 'pounds']","['I', 'research', 'diets', 'and', 'weight', 'control']",2
358,"['She', 'end', 'up', 'getting', 'a', 'major', 'bruise']","['She', 'fall', 'down', 'the', 'stairs']",2
359,"['He', 'dismantle', 'the', 'pile']","['He', 'bring', 'them', 'in', 'the', 'house']",2
360,"['We', 'find', 'her', 'under', 'the', 'bed', 'today']","['She', 'keep', 'hiding', 'places']",2
361,"['They', 'cry', 'for', 'days', 'and', 'days']","['His', 'old', 'dog', 'get', 'very', 'sick']",2
362,"['She', 'take', 'a', 'plane']","['They', 'dream', 'to', 'fly', 'over', 'the', 'ocean']",2
363,"['The', 'team', 'look', 'everywhere']","['The', 'alarm', 'in', 'the', 'building', 'go', 'off']",2
364,"['They', 'decide', 'to', 'never', 'tour']","['He', 'decide', 'to', 'do', 'a', 'comeback', 'tour']",2
365,"['He', 'suggest', 'Anna', 'get', 'a', 'prepaid', 'card']","['A', 'friend', 'offer', 'a', 'solution']",2
366,"['The', 'man', 'learn', 'a', 'lesson']","['He', 'give', 'him', 'a', 'ticket']",2
367,"['She', 'explore', 'the', 'walkways']","['The', 'girl', 'visit', 'a', 'castle', 'in', 'Ireland']",2
368,"['He', 'hear', 'an', 'extremely', 'loud', 'explosion']","['He', 'pass', 'by', 'a', 'car', 'repair', 'shop']",2
369,"['The', 'man', 'insult', 'Clyde']","['A', 'man', 'come', 'up', 'to', 'him']",2
370,"['She', 'listen', 'to', 'her', 'mom', 's', 'story']","['Her', 'mom', 'come', 'in']",2
371,"['He', 'pass', 'the', 'class']","['The', 'man', 'take', 'a', 'class']",2
372,"['He', 'spend', 'time', 'repairing', 'and', 'customizing', 'guitars']","['He', 'quit', 'his', 'job', 'at', 'the', 'bank']",2
373,"['I', 'forgot', 'to', 'sleep', 'completely']","['I', 'lose', 'track', 'of', 'time', 'completely']",2
374,"['He', 'sell', 'over', 'a', 'million', 'hamburgers']","['He', 'open', 'a', 'large', 'hamburger', 'restaurant']",2
375,"['I', 'call', 'roadside', 'assistance']","['They', 'tell', 'me', 'to', 'call', 'roadside', 'assistance']",2
376,"['They', 'get', 'home', 'from', 'school']","['Mark', 'get', 'some', 'friends', 'together']",2
377,"['They', 'receive', 'an', 'envelope']","['He', 'park', 'in', 'the', 'handicapped', 'section']",2
378,"['I', 'find', 'the', 'napkin', 'had', 'been', 'shredded']","['I', 'drop', 'a', 'napkin', 'on', 'the', 'carpet']",2
379,"['He', 'check', 'for', 'a', 'pulse']","['The', 'man', 'find', 'a', 'body']",2
380,"['He', 'give', 'the', 'sandwich', 'to', 'his', 'son']","['The', 'man', 'make', 'a', 'cheese', 'sandwich']",2
381,"['They', 'each', 'order', 'a', 'Bloody', 'Mary']","['She', 'go', 'there', 'with', 'her', 'friends']",2
382,"['He', 'call', 'some', 'friends', 'for', 'help']","['They', 'buy', 'a', 'shed']",2
383,"['They', 'fail', 'at', 'making', 'them']","['They', 'try', 'to', 'make', 'them']",2
384,"['They', 'take', 'photographs', 'conducted', 'interviews']","['An', 'officer', 'spot', 'the', 'suspect']",2
385,"['She', 'walk', 'to', 'the', 'park', 'restroom']","['She', 'skin', 'her', 'knee', 'badly']",2
386,"['He', 'join', 'the', 'army']","['He', 'look', 'into', 'joining', 'the', 'army']",2
387,"['A', 'storm', 'blow', 'up', 'out', 'of', 'nowhere']","['She', 'take', 'her', 'sailboat', 'out', 'one', 'day']",2
388,"['He', 'get', 'out', 'of', 'the', 'shower']","['His', 'roommate', 'come', 'home']",2
389,"['They', 'catch', 'two', 'fish']","['They', 'throw', 'their', 'lines', 'into', 'the', 'water']",2
390,"['They', 'ask', 'Kim', 'for', 'a', 'pencil']","['The', 'teacher', 'get', 'up']",2
391,"['He', 'write', 'the', 'paper', 'for', 'his', 'class']","['They', 'take', 'notes', 'while', 'watching', 'the', 'documentary']",2
392,"['She', 'give', 'Mary', 'a', 'sudsy', 'bubble', 'bath']","['Her', 'mom', 'call', 'her', 'inside']",2
393,"['He', 'pass', 'the', 'test']","['He', 'go', 'for', 'his', 'road', 'test']",2
394,"['The', 'electricity', 'go', 'off']","['They', 'hear', 'a', 'crack', 'of', 'thunder']",2
395,"['Cheese', 'drip', 'down', 'her', 'chin']","['She', 'take', 'a', 'bite', 'of', 'her', 'omelette']",2
396,"['The', 'concert', 'last', 'all', 'night']","['The', 'family', 'load', 'up', 'into', 'the', 'car']",2
397,"['She', 'pick', 'up', 'the', 'rock']","['She', 'reach', 'her', 'rock']",2
398,"['They', 'end', 'up', 'needing', 'twenty', 'one', 'stitches']","['His', 'mom', 'take', 'him', 'to', 'the', 'hospital']",2
399,"['She', 'order', 'a', 'burger', 'and', 'fries']","['They', 'go', 'to', 'a', 'drive', 'thru']",2
400,"['Spencer', 'hit', 'number', 'one', 'that', 'same', 'day']","['I', 'get', 'home', 'one', 'day']",2
401,"['She', 'never', 'speak', 'to', 'either', 'of', 'them']","['She', 'kick', 'the', 'husband', 'out']",2
402,"['I', 'go', 'to', 'the', 'golf', 'club']","['I', 'get', 'new', 'golf', 'clubs', 'today']",2
403,"['She', 'end', 'up', 'burning', 'herself']","['She', 'spill', 'some', 'on', 'her', 'legs']",2
404,"['He', 'nail', 'the', 'interview']","['He', 'approach', 'her', 'she', 'was', 'very', 'friendly']",2
405,"['The', 'doctor', 'suggest', 'a', 'name']","['They', 'ask', 'the', 'doctor', 'for', 'a', 'name']",2
406,"['Another', 'car', 'hit', 'into', 'his']","['They', 'just', 'get', 'out', 'of', 'a', 'party']",2
407,"['They', 'go', 'to', 'the', 'modern', 'art', 'section']","['They', 'go', 'to', 'the', 'museum']",2
408,"['He', 'find', 'many', 'different', 'ones']","['He', 'start', 'looking', 'for', 'apartments']",2
409,"['She', 'feel', 'heartbroken', 'and', 'lonely']","['Sandy', 'recently', 'break', 'up', 'with', 'her', 'boyfriend']",2
410,"['She', 'gasp', 'at', 'her', 'lovely', 'reflection']","['She', 'sit', 'in', 'the', 'hairdresser', 'chair']",2
411,"['They', 'help', 'Tom', 'sleep', 'better']","['The', 'doctor', 'prescribe', 'some', 'pills']",2
412,"['The', 'doctor', 'come', 'in']","['The', 'nurse', 'take', 'Allison', 's', 'blood', 'pressure']",2
413,"['He', 'take', 'the', 'kitten', 'home']","['He', 'decide', 'to', 'adopt', 'a', 'kitten']",2
414,"['He', 'lose', 'the', 'card', 'in', 'his', 'house']","['He', 'use', 'the', 'card', 'for', 'savings']",2
415,"['He', 'watch', 'a', 'bunch', 'of', 'movies']","['He', 'lay', 'on', 'the', 'couch']",2
416,"['The', 'police', 'bang', 'on', 'her', 'door']","['They', 'celebrate', 'late', 'into', 'the', 'night']",2
417,"['His', 'wife', 'see', 'the', 'painting']","['The', 'man', 'hang', 'a', 'painting']",2
418,"['His', 'mom', 'rush', 'out']","['He', 'scream', 'for', 'help']",2
419,"['She', 'land', 'the', 'role', 'in', 'the', 'play']","['She', 'hear', 'back', 'a', 'few', 'days', 'later']",2
420,"['Everyone', 'tell', 'me', 'to', 'quit']","['I', 'decide', 'to', 'simply', 'move', 'my', 'mouth']",2
421,"['He', 'play', 'his', 'favorite', 'machine']","['The', 'boy', 'go', 'to', 'a', 'video', 'arcade']",2
422,"['He', 'keep', 'referring', 'to', 'himself', 'as', 'silk']","['His', 'coach', 'use', 'to', 'call', 'him', 'silk']",2
423,"['He', 'win', 'a', 'prize']","['He', 'play', 'a', 'ring', 'toss', 'game']",2
424,"['They', 'split', 'up', 'into', 'two', 'teams']","['They', 'decide', 'to', 'play', 'capture', 'the', 'flag']",2
425,"['His', 'wife', 'shake', 'him']","['A', 'man', 'fall', 'asleep']",2
426,"['The', 'man', 'apologize', 'repeatedly']","['She', 'blame', 'the', 'man', 'for', 'her', 'situation']",2
427,"['She', 'comfort', 'her', 'daughter']","['She', 'drive', 'to', 'her', 'daughters', 'house']",2
428,"['The', 'dogs', 'come', 'in']","['She', 'call', 'her', 'dogs', 'back', 'inside']",2
429,"['I', 'flip', 'off', 'the', 'balance', 'beam']","['I', 'take', 'up', 'gymnastics']",2
430,"['I', 'compete', 'with', 'my', 'brother']","['I', 'play', 'the', 'boxing', 'game', 'on', 'nintendo']",2
431,"['She', 'spend', 'the', 'entire', 'time', 'complaining']","['She', 'decide', 'to', 'watch', 'with', 'us']",2
432,"['I', 'find', 'the', 'shoe', 'under', 'a', 'blanket']","['I', 'start', 'to', 'panic']",2
433,"['We', 'get', 'detention', 'for', 'being', 'late']","['We', 'hear', 'the', 'music', 'we', 'started', 'running']",2
434,"['The', 'waves', 'tear', 'apart', 'his', 'castle']","['High', 'tide', 'come', 'in']",2
435,"['The', 'coffee', 'finish', 'brewing']","['They', 'look', 'at', 'the', 'coffee', 'machine']",2
436,"['His', 'car', 'roll', 'several', 'times']","['He', 'hit', 'the', 'median']",2
437,"['They', 'split', 'the', 'bill', 'evenly']","['They', 'live', 'with', 'roommates']",2
438,"['He', 'decide', 'to', 'roll', 'down', 'the', 'hill']","['The', 'man', 'feel', 'young']",2
439,"['They', 'turn', 'her', 'around']","['She', 'feel', 'someone', 'grab', 'her', 'arm']",2
440,"['She', 'finally', 'get', 'one', 'acceptance']","['Publisher', 'publisher', 'reject', 'her']",2
441,"['We', 'tell', 'our', 'teachers']","['She', 'scream', 'curse', 'words', 'at', 'us']",2
442,"['The', 'kids', 'start', 'asking', 'what', 'had', 'happened']","['I', 'understand', 'what', 'we', 'had', 'watched']",2
